"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91"
22.0960990915347,542.932720534852,443.500274622946,973.806652819778,1672.99035978762,1390.47594997443,741.797612358664,404.042954816634,228.852454876609,78.9146396126238,59.9751261055941,78.9146396126238,25.2526846760396,28.4092702605446,31.5658558450495,22.0960990915347,9.46975675351486,15.7829279225248,6.3131711690099,91.5409819506436,145.202936887228,110.480495457673,88.3843963661387,400.886369232129,1237.38154912594,1474.12546796381,2067.56355785074,1698.24304446366,2042.3108731747,2531.58163877297,2086.50307135777,1878.16842278045,2392.69187305475,3263.90949437812,3838.40807075802,3914.16612478614,4043.58613375084,2919.84166566708,2105.4425848648,1650.89426069609,969.07177444302,1035.36007171762,1231.06837795693,1325.76594549208,1047.98641405564,429.295639492674,347.224414295545,378.790270140594,669.19614391505,988.01128795005,1076.39568431619,1281.57374730901,1486.75181030183,1325.76594549208,1218.44203561891,801.772738464258,358.272463841312,465.59637371448,615.534188978466,419.825882739159,374.055391763837,323.550022411758,367.742220594827,781.254932164976,1357.33180133713,1985.49233265362,2002.85355336839,1715.60426517844,1207.39398607314,1017.99885100285,771.785175411461,481.379301637005,261.996603513911,162.564157602005,137.311472925965,104.167324288663,75.7580540281189,67.8665900668565,75.7580540281189,91.5409819506436,170.455621563267,288.827580982203,427.717346700421,525.571499820075,790.724688918491,905.940062752921,3334.93267002948,1948.24462275646,3029.3751854494,2372.17406675547,179.925378316782
22.5293969261229,553.579467327591,451.718971245744,991.85268775311,1703.99327231491,1416.2434650089,755.544186781138,411.530450672279,233.093419326096,80.3770411469295,61.1512202280478,80.4621318790103,25.7478822012833,28.9663674764437,32.1848527516041,22.5293969261229,9.65545582548123,16.0924263758021,6.43697055032082,93.3360729796519,148.050322657379,112.646984630614,90.1175877044915,408.747629945372,1261.64622786288,1503.03262349991,2108.10785523007,1731.5450780363,2082.35997302879,2581.22519067865,2127.41876688103,1914.99873872044,2439.61183857159,3327.91377451586,3913.67809459506,3990.92174119891,4122.87963748049,2977.09887952338,2146.72967853199,1683.26779890889,988.074979474246,1055.66317025261,1255.20925731256,1351.76381556737,1068.53711135326,437.713997421816,354.033380267645,386.218233019249,682.318878334007,1007.38589112521,1097.5034788297,1306.70502171513,1515.90656460055,1351.76381556737,1242.33531621192,817.495259890744,362.786523706726,471.46266296689,623.289622227414,425.115485929467,378.768308892044,327.626596299025,372.375594817917,791.098366673256,1374.43352593737,2010.50857631304,2028.08854001689,1737.2200496441,1222.60656667685,1030.82514445303,781.509295562065,487.444448152208,265.297634076284,164.612387408779,139.041531112269,105.479782223101,76.7125688895279,68.7216762968687,76.7125688895279,92.6943540748462,172.603280001438,292.466668891325,433.106378522126,532.1934466711,800.687437784447,917.354469637271,3376.95120965776,1948.24462275646,3029.3751854494,2402.06231335334,182.192351112629
22.5565700777677,554.247150482293,441.071500980816,968.473722794175,1663.82843786357,1382.86118279039,737.73525075083,401.83026423875,227.59917310398,78.4824734841309,61.2249759253695,80.5591788491705,25.7789372317345,29.0013043857014,32.2236715396682,22.5565700777677,9.66710146190045,16.1118357698341,6.44473430793363,93.4486474650377,148.228889082474,112.782850388839,90.2262803110709,409.240628553786,1263.16792435499,1504.8454609025,2110.65048584827,1733.63352883415,2084.87154861653,2584.33845748139,2129.98468877207,1917.30845661026,2442.55430270685,3331.92763720169,3918.39845922365,3995.73527091885,4127.85232423149,2980.68961741931,2149.31889169587,1685.29802152465,989.266716267813,1056.93642650112,1256.72319004706,1353.39420466606,1069.82589511698,438.241932939487,354.46038693635,386.684058476018,683.141836640965,1008.60091919161,1098.82719950269,1308.28106451053,1517.73492951837,1353.39420466606,1243.83372143119,818.481257107572,360.529437067499,468.529444647191,619.411808177642,422.470617885264,376.411791123336,325.588258144658,370.058849501001,786.17652576393,1365.88244880198,1998.00014022429,2015.47072968571,1726.41188586948,1215.00008527153,1024.41183660148,776.647113330428,484.411798703028,263.647077326894,163.588246775121,138.176480285782,104.823536768524,76.2352994680175,68.294122440099,76.2352994680175,92.1176535238545,171.529423803039,290.647079221817,430.411794913182,528.882390059371,795.705938197432,911.647122805042,3355.94141199835,1948.24462275646,3029.3751854494,2387.1178145923,181.058836236542
21.9084774156022,538.322587926225,431.743809316239,947.992634690817,1628.6421276698,1353.61671177084,722.133773589439,393.332438380631,222.785951426529,76.822741871217,59.4658672709202,78.2445621985793,25.0382599035454,28.1680423914885,31.2978248794317,21.9084774156022,9.38934746382951,15.6489124397159,6.25956497588634,90.7636921503519,143.969994445386,109.542387078011,87.6339096624088,397.482375968783,1226.87473527372,1461.60842186946,2050.00752960278,1683.82297851343,2024.96926969923,2510.08555533042,2068.78622453044,1862.22058032619,2372.37512586092,3236.19509253324,3805.8155053389,3880.93028504953,4009.2513670552,2895.04880134743,2087.5649194581,1636.87624119428,960.843223798553,1026.56865604536,1220.61517029784,1314.50864493613,1039.08778599713,425.650418360271,344.276073673749,375.57389855318,663.513887443952,979.621918726212,1067.25582838862,1270.69169010493,1474.12755182123,1314.50864493613,1208.09604034606,794.964751937565,348.08814307304,452.361243200647,598.036897790686,407.891832852109,363.422422503571,314.352728325873,357.288710731358,759.046831811255,1318.74803102561,1929.05235236072,1945.92005973431,1666.83617409865,1173.07237643558,989.061023269211,749.846264152937,467.695522631177,254.549038546805,157.943078134463,133.408231045615,101.206244241501,73.6045412665459,65.9374015512807,73.6045412665459,88.9388206970763,165.610217849728,280.617313578706,415.558972567374,510.631505036662,768.247399469573,880.187639312445,3240.13324367107,1948.24462275646,3029.3751854494,2304.74219840872,174.810785508047
22.4512412185878,551.659069942442,444.122889374692,975.173746420588,1675.33901329955,1392.42799124236,742.838996463009,404.610176796873,229.173732951354,79.0254251556392,60.9390833075953,80.1830043520991,25.6585613926717,28.8658815667557,32.0732017408397,22.4512412185878,9.6219605222519,16.0366008704198,6.41464034816793,93.012285048435,147.536728007862,112.256206092939,89.804964874351,407.329662108664,1257.26950824091,1497.81852129721,2100.794714025,1725.53825365717,2075.13615263233,2572.27077961534,2120.0386350695,1908.35550357996,2431.14869195565,3316.36906000282,3900.1013316861,3977.07701586412,4108.57714300156,2966.77116102767,2139.28255611401,1677.42845104591,984.647293443777,1052.00101709954,1250.85486789275,1347.07447311527,1064.83029779588,436.195543675419,352.805219149236,384.878420890076,679.951876905801,1003.89121448828,1093.69617936263,1302.17199067809,1510.64780199355,1347.07447311527,1238.02558719641,814.659324217327,347.993077546945,452.23769989581,597.873569353782,407.780434482323,363.323169068837,314.266876198783,357.19113246008,758.839530333647,1318.3878708827,1928.52551345399,1945.38861412808,1666.38094842964,1172.75200142473,988.790903162024,749.641475420511,467.567791417701,254.479519263405,157.899942675486,133.371796240459,101.178604044486,73.5844393050809,65.9193935441349,73.5844393050809,88.9145308269727,165.564988436432,280.540674850621,415.445480243269,510.492047678999,768.037585246782,879.947253356592,3239.24833857575,1948.24462275646,3029.3751854494,2304.11275574035,174.763043349567
22.5877153626293,555.012434624606,424.774963887032,932.690934940565,1602.35395629984,1331.76776933977,710.477697604644,386.983596993168,219.189927984412,75.5827337877281,61.3095131271367,80.6704120093904,25.8145318430049,29.0413483233805,32.2681648037562,22.5877153626293,9.68044944112684,16.1340824018781,6.45363296075123,93.5776779308928,148.433558097278,112.938576813147,90.3508614505172,409.805693007703,1264.91206030724,1506.92329633541,2113.56479464603,1736.02726644208,2087.75026280302,2587.90681726124,2132.92569352828,1919.95580582349,2445.92689212472,3336.52824070839,3923.80884013675,4001.25243566576,4133.55191136116,2984.80524434744,2152.28659241054,1687.62501923645,990.632659475314,1058.3958055632,1258.45842734649,1355.26292175776,1071.3030714847,438.847041331084,354.949812841318,387.217977645074,684.08509383963,1009.99355835757,1100.34441980808,1310.0874910325,1519.83056225691,1355.26292175776,1245.55116142499,819.611386015406,353.300613498658,459.135158511471,606.992243455844,413.999837844242,368.864517177013,319.060025406277,362.638955705671,770.413232078571,1338.49571633853,1957.93908273705,1975.05937678324,1691.79632983718,1190.63863139415,1003.8717872539,761.074889871558,474.699062189826,258.360801060692,160.308207887056,135.405962001688,102.721764277143,74.7067376561038,66.9247858169263,74.7067376561038,90.2706413344588,168.090159726234,284.819437313896,421.78178968342,518.27799248922,779.751574285584,893.368071137575,3288.6528472364,1948.24462275646,3029.3751854494,2339.25472285675,177.428501933247
22.2186703203465,545.944470728515,425.251821217619,933.737984666445,1604.15277754689,1333.26282737624,711.275288157584,387.418029294343,219.435993154999,75.6675838465515,60.3078194409406,79.3523940012376,25.392766080396,28.5668618404455,31.740957600495,22.2186703203465,9.52228728014851,15.8704788002475,6.34819152009901,92.0487770414356,146.008404962277,111.093351601733,88.8746812813861,403.110161526287,1244.24553793941,1482.30271994312,2079.03272283243,1707.66351890663,2053.63995675203,2545.6247995597,2098.07729739272,1888.58697722945,2405.96458611752,3282.01501589119,3859.7004442202,3935.87874246139,4066.01666862342,2936.03857804579,2117.12187195302,1660.05208250589,974.447398335198,1041.10340929624,1237.89734641931,1333.12021922079,1053.79979233644,431.677023366733,349.150533605446,380.891491205941,672.908301130495,993.491972895495,1082.36665417688,1288.6828785801,1494.99910298332,1333.12021922079,1225.20096337911,806.220323052574,345.671520839864,449.22069888881,593.884991751308,405.060020014995,360.89934114118,312.17031617697,354.808213020653,753.777104915122,1309.59254591314,1915.6597939055,1932.41039623695,1655.26406675301,1164.92825305064,982.194409434856,744.640412734333,464.448519190126,252.781817001839,156.846549103551,132.482036621446,100.503613988683,73.0935374463149,65.4796272956571,73.0935374463149,88.3213577476304,164.460459254208,278.669111514075,412.673930165653,507.086416033809,762.913797095911,874.076885295515,3217.63842966799,1948.24462275646,3029.3751854494,2288.74139128773,173.597151434998
22.5050614430402,552.981509743273,429.663121741724,943.424007525423,1620.79327062714,1347.0932749269,718.653619995055,391.436865359008,221.712287019751,76.4525127654314,61.0851667739662,80.3752194394293,25.7200702206174,28.9350789981945,32.1500877757717,22.5050614430402,9.64502633273151,16.0750438878859,6.43001755515434,93.2352545497379,147.89040376855,112.525307215201,90.0202457721608,408.306114752301,1260.28344081025,1501.40909912854,2105.83074931305,1729.67472233652,2080.11067909243,2578.43703961689,2125.12080197851,1912.93022265842,2436.97665340349,3324.31907601479,3909.45067353384,3986.61088419569,4118.42624407636,2973.88311925888,2144.41085464397,1681.44959067286,987.007694716191,1054.52287904531,1253.8534232551,1350.30368658241,1067.38291415562,437.241193750495,353.650965533489,385.80105330926,681.58186084636,1006.29774738165,1096.31799315382,1305.29356369633,1514.26913423885,1350.30368658241,1240.99338814479,816.612229504601,350.49725464411,455.492026960407,602.175900049351,410.714844649045,365.937662337683,316.528357718249,359.761499260253,764.300180831869,1327.87506164729,1942.4032878515,1959.38773631443,1678.3723162914,1181.19118855834,995.906296235466,755.035936215725,470.93243465398,256.310767713314,159.036199243803,134.331546934086,101.906690777583,74.1139569291509,66.3937530823644,74.1139569291509,89.5543646227241,166.75640309059,282.559460792388,418.435048495831,514.165576195985,773.564425448013,886.279401611097,3262.558145652,1948.24462275646,3029.3751854494,2320.69327634404,176.020647706733
22.9644996345986,564.270562450138,423.80873298008,930.569353198253,1598.70909949781,1328.7384119411,708.861581852802,386.103329690037,218.691339082247,75.4108065800853,62.3322132939106,82.0160701235666,26.2451424395413,29.525785244484,32.8064280494266,22.9644996345986,9.84192841482799,16.4032140247133,6.56128560988533,95.1386413433372,150.909569027363,114.822498172993,91.8579985383946,416.641636227718,1286.01197953752,1532.06018990822,2148.82103723744,1764.98582905915,2122.5758947979,2631.07552956402,2168.5048940671,1951.98246894088,2486.72724614654,3392.18466031071,3989.26165081028,4067.9970781289,4202.50343313155,3034.59459457196,2188.18875089676,1715.77618698501,1007.1573411174,1076.05084002119,1279.45069392764,1377.86997807592,1089.17341124096,446.167421472202,360.870708543693,393.67713659312,695.496274647845,1026.84119794705,1118.69919648545,1331.94097880672,1545.18276112799,1377.86997807592,1266.32812270787,833.283272455437,351.519053872359,456.819915825312,603.931414141938,411.912195286553,367.004474747793,317.451127946403,360.810306397619,766.528333333998,1331.74619528735,1948.06594612964,1965.09990909261,1683.26524915971,1184.63469697072,998.809646465513,757.237080808738,472.305336700746,257.057986532209,159.499835016973,134.723161616278,102.203777777866,74.3300202020847,66.5873097643675,74.3300202020847,89.815441077519,167.242545454691,283.383202020448,419.65490572427,515.664515151962,775.819585859259,888.863158249929,3272.06943097927,1948.24462275646,3029.3751854494,2327.45875757778,176.533797979951
22.4196839176889,550.8836619775,430.460341670617,945.17448687107,1623.80057712048,1349.59274381428,719.987048345872,392.163158247964,222.123663851386,76.5943668453055,60.8534277765843,80.070299706032,25.6224959059302,28.8253078941715,32.0281198824128,22.4196839176889,9.60843596472384,16.0140599412064,6.40562397648256,92.8815476589971,147.329351459099,112.098419588445,89.6787356707558,406.757122506642,1255.50229939058,1495.71319850868,2097.84185229804,1723.11284967381,2072.21935639211,2568.65521456951,2117.05872422749,1905.67313300356,2427.73148708689,3311.70759584148,3894.61937770139,3971.48686541919,4102.80215693708,2962.60108912318,2136.27559615693,1675.07066985019,983.263280390072,1050.52233214314,1249.0966754141,1345.18103506134,1063.3335800961,435.582430400814,352.309318706541,384.337438588953,678.996141507151,1002.48015231952,1092.15888799028,1300.34166722596,1508.52444646164,1345.18103506134,1236.28542746113,813.514245013285,347.318424275829,451.360947847443,596.714473425434,406.989871618373,362.618795389302,313.65760782619,356.498646943913,757.368370116896,1315.83191575865,1924.78668607486,1941.61709429968,1663.15034003448,1170.47839018066,986.873936818986,748.188147448813,466.661318960916,253.986160483646,157.593822468768,133.113228687212,100.98244934892,73.4417813446688,65.7915957879324,73.4417813446688,88.7421524581414,165.244008025505,279.99679137655,414.640057175109,509.502358078639,766.54859278498,878.241301913331,3232.96841627677,1948.24462275646,3029.3751854494,2299.64577835494,174.424230693588
